id,text,department,sentiment
154,SERVIZIO COLAZIONE RAPIDO E CIBO DI QUALITÀ!!! anche se qualcosa mancava,F&B,pos
"122,""Accoglienza ottima, personale cortese e sorridente"",Reception,pos"
183,Buffet abbondante e qualità del cibo ottima,F&B,pos
202,Check-in veloce e personale molto gentile,Reception,pos
"246,""Camera sporca, polvere visibile sui mobili"",Housekeeping,neg"
220,Procedure lente e disorganizzate!!!,Reception,neg
90,COLAZIONE RICCA E VARIA CON PRODOTTI FRESCHI,F&B,pos
"155,""Reception disponibile e professionale, risposte rapide ma non sempre perfetto"",Reception,pos"
"191,""Pulizia eccellente, bagno impeccabile e ambiente igienizzato ma non sempre perfetto"",Housekeeping,pos"
206,Procedure lente e disorganizzate,Reception,neg
74,Servizio lento durante i pasti,F&B,neg
125,Ampia scelta di cibo dolce e salato al buffet,F&B,pos
96,Letto non rifatto correttamente e lenzuola macchiate!!!,Housekeeping,neg
223,Letto non rifatto correttamente e lenzuola macchiate,Housekeeping,neg
233,Buffet povero e poca scelta!!! anche se qualcosa mancava,F&B,neg
"219,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
129,Procedure di check-in e check-out semplici e veloci,Reception,pos
235,Buffet abbondante e qualità del cibo ottima anche se qualcosa mancava,F&B,pos
79,RISTORANTE ECCELLENTE CON PIATTI GUSTOSI!!! anche se qualcosa mancava,F&B,pos
126,STAFF DELLA RECEPTION MOLTO EFFICIENTE E DISPONIBILE 24H MA NON SEMPRE PERFETTO!!!,Reception,pos
186,Cibo freddo e qualità bassa al ristorante!!!,F&B,neg
81,SERVIZIO DI PULIZIA SUPERFICIALE E POCO ACCURATO,Housekeeping,neg
"246,""Camera sporca, polvere visibile sui mobili ma non sempre perfetto"",Housekeeping,neg"
86,Ottima igiene generale della stanza e cambio asciugamani regolare ma non sempre perfetto,Housekeeping,pos
44,Buffet abbondante e qualità del cibo ottima,F&B,pos
173,Staff della reception molto efficiente e disponibile 24h!!!,Reception,pos
"14,""Stanze grandi anche se di stile vecchio, ma non mi importa data la posizione centrale, comoda e vicino alla stazione ed al teatro Petruzzelli. Soggiorno piacevole. Pulito. Colazione abbondante."",Housekeeping,pos,,,"
"98,""RECEPTION DISPONIBILE E PROFESSIONALE, RISPOSTE RAPIDE!!!"",Reception,pos"
112,Procedure di check-in e check-out semplici e veloci,Reception,pos
179,Procedure lente e disorganizzate,Reception,neg
102,Procedure di check-in e check-out semplici e veloci!!!,Reception,pos
"138,""Camera luminosa, pavimenti puliti e nessuna polvere!!!"",Housekeeping,pos"
181,Attesa molto lunga al check-in!!!,Reception,neg
"64,""Camera molto pulita e ordinata, biancheria profumata ma non sempre perfetto!!!"",Housekeeping,pos"
151,Attesa molto lunga al check-in,Reception,neg
164,Personale poco cordiale alla reception non tutto era perfetto,Reception,neg
233,Buffet povero e poca scelta,F&B,neg
56,Bagno non pulito e cattivo odore,Housekeeping,neg
106,Bagno non pulito e cattivo odore,Housekeeping,neg
164,Personale poco cordiale alla reception,Reception,neg
"67,""Reception disponibile e professionale, risposte rapide non tutto era perfetto"",Reception,pos"
136,Colazione ricca e varia con prodotti freschi,F&B,pos
"197,""Stanza sempre pulita ogni giorno, servizio rifacimento letto preciso"",Housekeeping,pos"
8,Buffet abbondante e qualità del cibo ottima!!!,F&B,pos
232,Servizio colazione rapido e cibo di qualità,F&B,pos
115,Personale poco cordiale alla reception,Reception,neg
120,Staff della reception molto efficiente e disponibile 24h,Reception,pos
227,Ottima igiene generale della stanza e cambio asciugamani regolare!!!,Housekeeping,pos
224,Staff della reception molto efficiente e disponibile 24h,Reception,pos
213,Colazione scarsa e poco varia,F&B,neg
"1,""Si tratta di un bel hotel in centro città. Le camere sono pulite e il servizio eccellente. Colazione ricca a buffet. Non ho dato cinque stelle perché il bagno era freddo, poco riscaldato."",F&B,pos,,,"
97,Check-in confuso e gestione pessima delle richieste ma non sempre perfetto,Reception,neg
"127,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
"40,""Volevamo passare una serata a Bari Vecchia, ottima scelta, cordialita' e funzionalita', carino il terrazzino per la colazione, immerso nel cuore della citta' storica, dietro alla cattedrale di san Sabino"",Reception,pos,,,"
35,Procedure lente e disorganizzate!!!,Reception,neg
"0,""Posizione ideale per visitare i luoghi più significativi della città. Staff molto gentile. Pulizia degli ambienti. Camere confortevoli, eleganti, comode. Saletta della prima colazione carina, anche se piccola."",Reception,pos,,,"
"19,""Ho soggiornato una notte all'hotel Adria, devo dire che è stato una piacevole sorpresa. Camera spaziosa, colazione ottima e abbondante. Pulizia buona. Posizione ottima per visitare la città soprattutto per chi si sposta in treno."",F&B,pos,,,"
107,Staff della reception molto efficiente e disponibile 24h,Reception,pos
"245,""Accoglienza ottima, personale cortese e sorridente"",Reception,pos"
"123,""Pulizia eccellente, bagno impeccabile e ambiente igienizzato ma non sempre perfetto!!!"",Housekeeping,pos"
133,Colazione ricca e varia con prodotti freschi,F&B,pos
183,BUFFET ABBONDANTE E QUALITÀ DEL CIBO OTTIMA!!!,F&B,pos
44,Buffet abbondante e qualità del cibo ottima,F&B,pos
169,Ampia scelta di cibo dolce e salato al buffet,F&B,pos
65,Ristorante eccellente con piatti gustosi,F&B,pos
33,Servizio colazione rapido e cibo di qualità ma non sempre perfetto anche se qualcosa mancava,F&B,pos
85,Scarsa comunicazione alla reception,Reception,neg
242,Attesa molto lunga al check-in,Reception,neg
186,Cibo freddo e qualità bassa al ristorante,F&B,neg
247,Ampia scelta di cibo dolce e salato al buffet,F&B,pos
"159,""Camera sporca, polvere visibile sui mobili"",Housekeeping,neg"
12,Check-in confuso e gestione pessima delle richieste,Reception,neg
35,Procedure lente e disorganizzate,Reception,neg
"28,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
"170,""Stanza sempre pulita ogni giorno, servizio rifacimento letto preciso"",Housekeeping,pos"
142,Colazione scarsa e poco varia,F&B,neg
"26,""L Hotel è nella norma, stanza piccolissima. Frigobar con solo 2 bottigliette di acqua e null altro. Una grossissima raccomandazione, non andate a mangiare al ristorante che c'è all interno del Hotel, cosi come mi è stato consigliato alla reception. Inqualificabile sia come cibo che come servizio, tenetevi lontani da questa struttura, che tra l altro al mattino e dove andate a fare colazione"",F&B,neg,,,"
"48,""Perfetto pulito, profumato. Camere pulite, letto comodi, cambio asciugamani quotidiano, l'unica pecca è la mancanza di un mini frigo. Colazione varia ed abbondante, personale super cortese e disponibile. Davvero consigliatissimo!"",F&B,pos,,,"
"221,""Camera luminosa, pavimenti puliti e nessuna polvere"",Housekeeping,pos"
236,Buffet abbondante e qualità del cibo ottima!!!,F&B,pos
95,Buffet abbondante e qualità del cibo ottima,F&B,pos
51,Procedure di check-in e check-out semplici e veloci,Reception,pos
"240,""Accoglienza ottima, personale cortese e sorridente"",Reception,pos"
179,Procedure lente e disorganizzate ma non sempre perfetto,Reception,neg
101,Servizio lento durante i pasti,F&B,neg
188,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
178,Ampia scelta di cibo dolce e salato al buffet,F&B,pos
200,Procedure di check-in e check-out semplici e veloci ma non sempre perfetto,Reception,pos
41,Check-in confuso e gestione pessima delle richieste,Reception,neg
"3,""Hotel grande con tutti i dettagli ma personale incredibilmente disponibile. Ottima colazione a buffet. Abbiamo trascorso una notte qui prima di imbarcarci sul traghetto per la Grecia, servizi eccellenti e un'ottima notte di sonno nonostante l'ondata di caldo. A pochi passi sia dalla stazione che dal porto."",F&B,pos,,,"
"197,""Stanza sempre pulita ogni giorno, servizio rifacimento letto preciso"",Housekeeping,pos"
206,Procedure lente e disorganizzate,Reception,neg
142,COLAZIONE SCARSA E POCO VARIA non tutto era perfetto,F&B,neg
32,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
108,Letto non rifatto correttamente e lenzuola macchiate,Housekeeping,neg
147,Buffet povero e poca scelta,F&B,neg
4,SERVIZIO COLAZZIONE RAPIDO E CIBO DI QUALITÀ,F&B,pos
229,Buffet povero e poca scelta,F&B,neg
4,Servizio colazione rapido e cibo di qualità,F&B,pos
"6,""Accoglienza ottima, personale cortese e sorridente!!!"",Reception,pos"
"15,""Convenzionati con parcheggio a pagamento 24h 10e, altrimenti si trova tranquillamente posto nei dintorni."",Reception,pos,,,"
100,Buffet povero e poca scelta,F&B,neg
226,Personale poco cordiale alla reception,Reception,neg
242,Attesa molto lunga al check-in,Reception,neg
213,Colazione scarsa e poco varia,F&B,neg
237,Letto non rifatto correttamente e lenzuola macchiate!!!,Housekeeping,neg
171,Servizio lento durante i pasti,F&B,neg
"98,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
42,Ristorante eccellente con piatti gustosi!!! non tutto era perfetto,F&B,pos
215,Ristorante eccellente con piatti gustosi,F&B,pos
61,Ristorante eccellente con piatti gustosi,F&B,pos
156,Staff della reception molto efficiente e disponibile 24h,Reception,pos
47,Ristorante eccellente con piatti gustosi,F&B,pos
32,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
167,Servizio lento durante i pasti,F&B,neg
17,PROCEDURE LENTE E DISORGANIZZATE MA NON SEMPRE PERFETTO,Reception,neg
77,Buffet povero e poca scelta!!!,F&B,neg
200,Procedure di check-in e check-out semplici e veloci,Reception,pos
134,Procedure lente e disorganizzate,Reception,neg
27,Check-in veloce e personale molto gentile,Reception,pos
"199,""Stanza sempre pulitA ogni giorno, servizo rifacimento letto preciso"",Housekeeping,pos"
230,Servizio di pulizia superficiale e poco accurato,Housekeeping,neg
10,Check-in veloce e personale molto gentile,Reception,pos
128,Servizio colazione rapido e cibo di qualità,F&B,pos
"38,""Camera sporca, polvere visibile sui mobili"",Housekeeping,neg"
168,Staff della reception molto efficiente e disponibile 24h,Reception,pos
162,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
"141,""Camera sporca, polvere visibile sui mobili"",Housekeeping,neg"
"240,""Accoglienza ottima, personalee cortese e sorridente"",Reception,pos"
"138,""Camera luminosa, pavimenti puliti e nessuna polvere"",Housekeeping,pos"
62,Scarsa igiene nella stanza e pavimenti sporchi,Housekeeping,neg
135,Check-in confuso e gestione pessima delle richieste,Reception,neg
128,Servizio colazione rapido e cibo di qualità,F&B,pos
"33,""Siamo stati quattro giorni a Bari in questo B&B la scorsa settimana, la stanza era abbastanza ampia, ma il bagno era veramente piccolo, doccia impraticabile e senza bidet, il materasso veramente troppo molle. Unica positività la posizione molto centrale.Non lo consiglio."",Housekeeping,neg,,,"
8,Buffet abbondante e qualità del cibo ottima,F&B,pos
"76,""Accoglienza ottima, personalee cortese e sorridente"",Reception,pos"
94,CIBO FREDDO E QUALITÀ BASSA AL RISTORANTE!!!,F&B,neg
"64,""Camera molto pulita e ordinata, biancheria profumata"",Housekeeping,pos"
50,PROCEDURE DI CHECK-IN E CHECK-OUT SEMPLICI E VELOCI MA NON SEMPRE PERFETTO!!! anche se qualcosa mancava,Reception,pos
"14,""Accoglienza ottima, personale cortese e sorridente"",Reception,pos"
156,Staff della reception molto efficiente e disponibile 24h,Reception,pos
40,Scarsa igiene nella stanza e pavimenti sporchi,Housekeeping,neg
129,Procedure di check-in e check-out semplici e veloci ma non sempre perfetto!!!,Reception,pos
"187,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
"214,""Accoglienza ottima, personale cortese e sorridente ma non sempre perfetto"",Reception,pos"
216,Servizio colazione rapido e cibo di qualità,F&B,pos
"159,""Camera sporca, polvere visibile sui mobili"",Housekeeping,neg"
29,Scarsa igiene nella stanza e pavimenti sporchi,Housekeeping,neg
2,Hotel molto comodo al centro. Stanze pulite e spaziose... Noi ci siamo trovati molto bene. Il ragazzo alla reception molto gentile. Consigliatissimo,Reception,pos
"248,""Camera molto pulita e ordinata, biancheria profumata ma non sempre perfetto"",Housekeeping,pos"
87,Procedure lente e disorganizzate,Reception,neg
236,Buffet abbondante e qualità del cibo ottima,F&B,pos
"207,""Stanza sempre pulita ogni giorno, servizio rifacimento letto preciso"",Housekeeping,pos"
"212,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
45,Ottima igiene generale della stanza e cambio asciugamani regolare!!! anche se qualcosa mancava,Housekeeping,pos
"18,""Gli do 3 stelle solo per la vicinanza a tutto. Camere pulite, letto duro e rumore dei treni durante la notte che impediscono di dormire. Ciliegina sulla torta, la colazione, RIDICOLA!!!! per i prezzi che hanno mi aspettavo molto, ma molto di più, neanche un cornetto caldo. Non ci tornerò e non lo consiglio."",F&B,neg,,,"
1,Procedure lente e disorganizzate!!!,Reception,neg
"41,""Abbiamo alloggiato in questo B&B per 3 notti... tutto perfetto: posizione centralissima, pulizia, ordine e cura nei particolari. La palazzina è tipica del centro storico e la terrazza colazione è davvero graziosa. Il buffet è abbondante e vario. Lo terrò presente per il nostro ritorno a Bari... la mia città d'origine!"",F&B,pos,,,"
211,Check-in veloce e personale molto gentile,Reception,pos
205,ATTESA MOLTO LUNGA AL CHECK-IN ma potrebbe migliorare,Reception,neg
47,Struttura molto ben rinnovata e nella sua semplicità con un piacevolissimo design.La mia camera a tre letti era ampia e il bagno molto funzionale con una comodissima doccia.Tutto molto pulito e in ordine.,Housekeeping,pos
"53,""Reception disponibile e professionale, risposte rapide!!!"",Reception,pos"
100,Buffet povero e poca scelta ma non sempre perfetto,F&B,neg
"19,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
195,Ristorante eccellente con piatti gustosi,F&B,pos
201,Procedure lente e disorganizzate,Reception,neg
161,Scarsa comunicazione alla reception,Reception,neg
43,Procedure di check-in e check-out semplici e veloci,Reception,pos
217,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
151,Attesa molto lunga al check-in,Reception,neg
"190,""Pulizia eccellente, bagno impeccabile e ambiente igienizzato"",Housekeeping,pos"
226,Personale poco cordiale alla reception ma non sempre perfetto anche se qualcosa mancava,Reception,neg
59,Scarsa igiene nella stanza e pavimenti sporchi ma non sempre perfetto,Housekeeping,neg
9,COLAZIONE RICCA E VARIA CON PRODOTTI FRESCHI,F&B,pos
105,Servizio colazione rapido e cibo di qualità,F&B,pos
"53,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
139,Servizio colazione rapido e cibo di qualità ma non sempre perfetto,F&B,pos
1,Procedure lente e disorganizzate,Reception,neg
"20,""Hotel abbastanza semplice e privo di fascino. La nostra camera si affacciava sui binari del treno ma non siamo stati disturbati da questo. Le camere sono arredate in modo semplice ma molto pulite.Vicino alla stazione ferroviaria ea pochi passi dal centro storico, che merita una visita."",Housekeeping,pos,,,"
"109,""PULIZIA ECCELLENTE, BAGNO IMPECCABILE E AMBIENTE IGIENIZZATO MA NON SEMPRE PERFETTO"",Housekeeping,pos"
49,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
169,Ampia scelta di cibo dolce e salato al buffet ma non sempre perfetto,F&B,pos
80,Servizio colazione rapido e cibo di qualità,F&B,pos
205,Attesa molto lunga al check-in,Reception,neg
34,Buffet abbondante e qualità del cibo ottima,F&B,pos
180,BAGNO NON PULITO E CATTIVO ODORE,Housekeeping,neg
13,Servizio lento durante i pasti,F&B,neg
177,Ampia scelta di cibo dolce e salato al buffet ma potrebbe migliorare,F&B,pos
204,Ristorante eccellente con piatti gustosi!!! anche se qualcosa mancava,F&B,pos
193,Ampia scelta di cibo dolce e salato al buffet,F&B,pos
116,Servizio colazzione rapido e cibo di qualità!!!,F&B,pos
"91,""Accoglienza ottima, personale cortese e sorridente"",Reception,pos"
89,Buffet abbondante e qualità del cibo ottima!!!,F&B,pos
"30,""Posizione centrale, personale disponibile e cordiale, pulizia. Peccato per la stanza assegnataci, poco spaziosa per 4 persone. Ma siamo giunti in tarda serata, senza preavviso, per cui ci siamo adattati. Lo consiglio."",Reception,pos,,,"
52,Attesa molto lunga al check-in,Reception,neg
95,Buffet abbondante e qualità del cibo ottima ma non sempre perfetto,F&B,pos
"14,""Accoglienza ottima, personale cortese e sorridente!!!"",Reception,pos"
"5,""Camera essenziale ma confortevole. Buona la colazione. Fantastico il personale: tutti gentilissimi, sempre sorridenti, sempre pronti ad agevolare la permanenza in città."",Reception,pos,,,"
241,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
13,Servizio lento durante i pasti,F&B,neg
65,Ristorante eccellente con piatti gustosi ma non sempre perfetto non tutto era perfetto,F&B,pos
"88,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
137,Colazione scarsa e poco varia,F&B,neg
23,Scarsa igiene nella stanza e pavimenti sporchi,Housekeeping,neg
"166,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
44,La camera è grande e carina..accogliente e con frigobar.ottima colazione! È vicino ai luoghi come la cattedrale e la basilica...ma anche a tutti i locali,F&B,neg
234,Scarsa comunicazione alla reception ma potrebbe migliorare,Reception,neg
"35,""Ottima posizione....centro bari vecchia. gentilissima la titolare sempre disponibile x qualsiasi problema .da lì si arriva ovunque non c'è bisogno di usare l'auto ,più in centro di così non è possibile"",Reception,pos,,,"
"4,""Buona posizione, si raggiunge un po' tutto a piedi."",Reception,pos,,,"
243,Servizio colazione rapido e cibo di qualità,F&B,pos
189,Staff della reception molto efficiente e disponibile 24h,Reception,pos
225,COLAZIONE SCARSA E POCO VARIA,F&B,neg
10,Hotel pulito e in posizione strategica.,Housekeeping,pos
"58,""Accoglienza ottima, personale cortese e sorridente"",Reception,pos"
224,STAFF DELLA RECEPTION MOLTO EFFICIENTE E DISPONIBILE 24H!!!,Reception,pos
"2,""Pulizia eccellente, bagno impeccabile e ambiente igienizzato ma non sempre perfetto"",Housekeeping,pos"
"21,""Camera molto pulita e ordinata, biancheria profumata"",Housekeeping,pos"
"63,""Reception disponibile e professionale, risposte rapide!!!"",Reception,pos"
209,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
160,Check-in veloce e personale molto gentile,Reception,pos
26,Servizio colazione rapido e cibo di qualità!!! non tutto era perfetto,F&B,pos
"191,""Pulizia eccellente, bagno impeccabile e ambiente igienizzato"",Housekeeping,pos"
135,Check-in confuso e gestione pessima delle richieste,Reception,neg
163,Colazione ricca e varia con prodotti freschi anche se qualcosa mancava,F&B,pos
241,OTTIMA IGIENE GENERALE DELLA STANZA E CAMBIO ASCIUGAMANI REGOLARE,Housekeeping,pos
93,Ristorante eccellente con piatti gustosi ma non sempre perfetto!!! esperienza altalenante,F&B,pos
"58,""Accoglienza ottima, personale cortese e sorridente ma non sempre perfetto"",Reception,pos"
"130,""Camera luminosa, pavimenti puliti e nessuna polvere"",Housekeeping,pos"
"99,""Camera sporca, polvere visibile sui mobili"",Housekeeping,neg"
"122,""Accoglienza ottima, personale cortese e sorridente"",Reception,pos"
87,Procedure lente e disorganizzate,Reception,neg
"208,""Stanza sempre pulitA ogni giorno, servizo rifacimento letto preciso ma non sempre perfetto!!!"",Housekeeping,pos"
80,Servizio colazzione rapido e cibo di qualità,F&B,pos
"214,""Accoglienza ottima, personale cortese e sorridente"",Reception,pos"
216,Servizio colazione rapido e cibo di qualità,F&B,pos
121,Ottima igiene generale della stanza e cambio asciugamani regolare,Housekeeping,pos
"20,""Reception disponibile e professionale, risposte rapide"",Reception,pos"
71,Servizio di pulizia superficiale e poco accurato,Housekeeping,neg
106,Bagno non pulito e cattivo odore,Housekeeping,neg
"20,""Reception disponibile e professionale, risposte rapide ma non sempre perfetto"",Reception,pos"
"185,""Stanza sempre pulitA ogni giorno, servizio rifacimento letto preciso!!!"",Housekeeping,pos"
102,Procedure di check-in e check-out semplici e veloci,Reception,pos
